ID;ACTIVADO;NOMBRE;NOMBRE 2;FAMILIA (CATEGORIA);PRECIO VENTA;PROVEEDOR;PESO_BRUTO;TIPO_ART;DIMENSION;PESO;IVA;LARGO;ANCHO;GRUESO;DIAMETRO;DENSIDAD
004516;1;J.CAP N*14 (12U);;0001;26,0100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004518;1;J.CAP N*15 (12U);;0001;26,4700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004520;1;PULVERIZADOR J.CAP N* 4 (6 U);;0001;14,1200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004522;1;PULVERIZADOR J.CAP N*8 (6U);;0001;14,1200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004524;1;PULVERIZADOR J.CAP N*14 (6 U);;0001;14,1200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004526;1;PULVERIZADOR J.CAP N*15 (6 U);;0001;14,1200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004528;1;J-FILL CABEZA DOSIFICADORA PORTATIL;CABEZA DOSIFICADORA PORTATIL PARA SISTEMA J.FIL;0001;75,0800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004530;1;J.FILL SOPORTE PARED 2 CABE.;;0001;189,6500;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004532;1;J-FILL CABEZA DOSIF.SUPLE.;;0001;52,7100;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004534;1;J- FILL SOPORTE BOTELLA (2U);;0001;22,9800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004536;1;J-FILL N*2 LIMP.SUPERFI.LAVABLES;LIMPIADOR SUPERFICIES LAVABLES;0001;102,9300;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004538;1;J-FILL N*3 LIMP.NEUTRO SUELO(2x2,5L;LIMPIADOR NEUTRO DE SUELOS;0001;75,5600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004540;1;J-FILL N*4 LIMP.MULTIUSOS (2x2,5L);LIMPIADOR MULTISUPERFICIES;0001;112,2700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004542;1;J-FILL N*6 LIMP.DESINF.GRAL (2x2,5);DESINFECTANTE USO GENERAL;0001;10,9100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004546;1;J-FILL N*8 LIMP.DESINF.BA  OS(2x2,5L;DESINFECTANTE BA  OS;0001;105,0000;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004548;1;J-FILL N*9 LIMP.DESINC.BA\OS(2x2,5L;DESINCRUSTANTE BA  OS;0001;93,5600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004550;1;J-FILL N*12 LIMP.DESINF.SUELO(2x2,5;DESINFECTANTE SUELOS;0001;93,5600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004552;1;J-FILL N*13 DESINC.AR.ALIMENT(2x2,5;LIMPIADOR DESINCRUSTANTE DE COCINAS;0001;91,5600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004554;1;J-FILL N*14 LIMP.DESINF.AR.AL2x2,5;LIMPIADOR DESINFECTANTE DE COCINAS;0001;73,2400;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004556;1;J-FILL N*15 LIMP.AMBIENTADOR (2x2,5;LIMPIADOR AMBIENTADOR;0001;112,2700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004558;1;ADAPTADOR UNIVERSAL CON PALOMILLA;ADAPTADOR UNIVERSAL CON PALOMILLA;0001;9,4700;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004560;1;ADAPTADADOR UNIVERAL CON TAPA ABAT.1;ADAPTADOR UNIVERSAL CON TAPA ABATIBLE;0001;14,2500;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004562;1;ADAPTADOR UNIV.DE GRIFO MAN.;ADAPTADOR UNIVERSAL DE GRIFO;0001;17,5400;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004564;1;ADAPTAD.UNIV.GRIFO ROSCA M.;ADAPTADOR UNIVERSAL PARA GRIFO ROSCA MACHO;0001;6,0800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004566;1;ADAPTAD.UNIV.GRIFO ROSCA H.;ADAPTADOR UNIVERAL GRIFO ROSCA HEMBRA;0001;7,1000;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004568;1;CONECTOR RAPIDO;CONECTOR RAPIDO;0001;5,1400;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004570;1;CONECTOR RAPIDO CON ANTI.;CONECTOR RAPIDO CON ANTIRRETORNO;0001;5,1200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004575;1;ACOPLE RAPIDO GRIFO;ADAPTADOR RAPIDO DE GRIFO;0001;2,1600;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004580;1;ACOPLE PARA MANGUERA;ACOPLE PARA MANGUERA;0001;1,0200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004582;1;ALARGADOR PARA PULVERIZADOR;ALARGADOR PARA PULVERIZADOR;0001;0,6800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004600;1;PRONTO WOOD POLISH (CAJA 12UX0.4L);AEROSOL LIMPIADOR Y PROTECTOR PARA MADERA Y CUERO;0001;58,2900;400000001;4,800;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004650;1;PRONTO MULTISUPERFICIES (12x400);LIMPIADOR ANTIESTÁTICO EN AEROSOL;0001;61,8500;400000001;4,800;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004700;1;YA NO HAY PRONTO JABONOSO (4UX 5KG);LIMPIADOR LIQUIDO PARA SUPERFICIES DE MADERA;0001;83,7800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004800;1;CENTELLA PROFESIONAL (CAJA 12X400ML);LIMPIADOR ABRILLANTADOR EN AEROSOL;0001;57,5800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
004900;1;GLADE VERT (CAJA 4U X 5 KG);AMBIENTADOR LIMPIADOR LIQUIDO AROMA MANZANA;0001;72,6500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005000;1;GLADE COLONIA ( CAJA 4 U x 5L );;0001;50,3600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005050;1;GOOD SENSE MAGNOLIA-MIMOSA (12Ux500ML);AMBIENTADOR NEUTRALIZADOR EN AEROSOL;0001;71,0900;400000001;6,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005100;1;GOOD SENSE MARINE (12U X 500ML);AMBIENTADOR NEUTRALIZADOR EN AEROSOL;0001;71,0900;400000001;6,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005200;1;GOOD SENSE TOSCANA (12U x 500ML);AMBIENTADOR NEUTRALIZADOR EN AEROSOL;0001;71,0900;400000001;6,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005210;1;GLADE TOSCANA (CAJA 4U x 5KG);AMBIENTADOR LIMPIADOR LIQUIDO AROMA FLORAL;0001;72,6500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005300;1;GLADE SPRING (12U X 500ML);AMBIENTADOR NEUTRALIZADOR EN AEROSOL;0001;57,6000;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005350;1;GOOD SENSE MANDARINE (12Ux 0,5L);AMBIENTADOR NEUTRALIZADOR EN AEROSOL;0001;71,0900;400000001;6,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005400;1;NUEVO CRUSSAIR (24Ux400ML);PURIFICADOR DE AMBIENTES EN AEROSOL;0001;113,5800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005410;1;GOOD SENSE DIFUSOR (CAJA 1 UNIDAD);DIFUSOR AUTOMATICO PARA AMBIENTADOR-NEUTRALIZADOR;0001;79,8700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005420;1;GOOD SENSE DIFUSOR (CAJA 4UNIDADES);DIFUSOR AUTOMATICO;0001;255,9600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005430;1;GOOD SENSE REC.MAGNOLIA-MIMOSA (2x6x20ML);CARTUCHO RECAMBIO AMBIENTADOR NEUTRALIZADOR;0001;89,7600;400000001;0,240;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005440;1;GOOD SENSE RECAMBIO FRESH APPLE (2x6x20ML);CARTUCHO RECAMBIO AMBIENTADOR NEUTRALIZADOR;0001;192,4800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005450;1;GOOD SENSE REC.SUMMER FESTIVAL (2x6x20ML);CARTUCHO RECAMBIO AMBIENTADOR NEUTRALIZADOR;0001;89,7600;400000001;0,240;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005460;1;GOOD SENSE RECAMBIO CRUSAIR (2x6x20ML);CARTUCHO RECAMBIO AMBIENTADOR NEUTRALIZADOR;0001;67,7100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005500;1;SPRINT MULTIUSOS (CAJA 4U X 5 KG);LIMPIADOR MULTIUSOS PARA SUPERFICIES LAVABLES;0001;58,9100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005600;1;NO VALE;LIMP.ESPEJOS-CRISTALES;0001;48,3200;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
005610;1;NO VALE;LIMPIADOR PARA CRISTALES Y ESPEJOS;0001;29,7000;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
005615;1;SPRINT LIMPIACRISTALES (12x750ML);LIMPIADOR PARA CRISTALES Y ESPEJOS;0001;37,7800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005620;1;SPRINT LIMPIACRISTALES (4Ux5KG);LIMPIADOR PARA CRISTALES Y ESPEJOS;0001;41,5500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005700;1;SPRINT CREMA (CAJA 12U X 750 ML);CREMA LIMPIADORA PARA SUCIEDADES DIFICILES;0001;37,0700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005750;1;NO VALE;LIMP.MULTIUSO SUPERF.LAVA;0001;42,4300;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005800;1;SPRINT MULTIUSOS PULVERIZADOR (12U);LIMPIADOR MULTIUSOS PARA SUPERFICIES LAVABLES;0001;45,6900;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
005900;1;DRASTIC (CAJA 30 U X 500 GRS );LIMPIADOR HIGIENIZANTE DESINCRUSTANTE DE W.C.;0001;85,3500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006000;1;SANI DRASTIC (CAJA 15 Ux1L);LIMPIADOR HIGIENIZANTE DESINCRUSTANTE PARA WC;0001;80,1800;400000001;15,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006050;1;SANI W.C. (12U X 750 ML);LIMPIADOR DESINFECTANTE NEUTRALIZADOR DE INODOROS;0001;39,9400;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006100;1;SANI BLOQUES LIMON (CAJA 4x12x50 grs );AMBIENTADOR SÓLIDO PARA INODOROS;0001;85,8300;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006200;1;SANI BLOQUES URINARIOS (CAJA 6X45U);LIMPIADOR DESODORIZANTE SOLIDO PARA CISTERNAS;0001;210,6700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006300;1;ACTIVO ( CAJA 4 U x 5 KG );DETERGENTE USO DIARIO HIGIENIZANTE PARA BA  OS;0001;61,4700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006400;1;SANI ACTIVO ANTIOXIDO (CAJA 4UX5KG);DETERGENTE DESINCRUSTANTE Y ANTIOXIDANTE;0001;72,1100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006410;1;SPRINT BA  OS (CAJA 4U X 5 KG);LIMPIADOR DESINFECTANTE PARA CUARTOS DE BA  O;0001;65,0500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006500;1;RAID E.P.M.CEBO CUCAS ( CAJA 48 U );INSECTICIDA CEBO PARA CUCARACHAS;0001;66,1900;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006600;1;RAID E.P.M.CUCAS (CAJA 12U X  300 ML);INSECTICIDA EN AEROSOL PARA CUCARACHAS;0001;110,1200;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006700;1;RAID E.P.M MOSCAS (24Ux320Z);INSECTICIDA EN AEROSOL CONTRA INSECTOS VOLADORES;0001;122,5700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006810;1;RAID ESPUMA (12Ux400ML);;0001;65,5200;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006820;1;RAID POLILLAS (CAJA 24 U);INSECTICIDA ANTIPOLILLAS;0001;48,4100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006830;1;RAID ENCHUFE RECAMBIO (24U);RECAMBIO DE INSECTICIDA ELECTRICO;2390;77,4300;400002390;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
006840;1;RAID APARATO + RECAMBIO (12X12);INSECTICIDA ELECTRICO PARA ENCHUFE CON RECAMBIO;0001;63,0800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006850;1;RAID OFF CITRONELA (CAJA 12U);;0001;61,3600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006860;1;OFF LOCION (CAJA 12 U);;0001;43,2700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006870;1;OFF SPRAY (CAJA 12 U);;0001;43,2700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006880;1;OFF CREMA (CAJA 12 U);;0001;43,2700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006900;1;EMEREL BACTERICIDA (ENVASE 25 KG);LIMPIADOR GENERAL CON ALTO PODER DESINFECTANTE;0001;95,6000;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006910;1;EMEREL BACTERICIDA (CAJA 4UX5KG);LIMPIADOR GENERAL CON ALTO PODER DESINFECTANTE;0001;79,7100;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
006920;1;GERMATOL DESINFECTANTE (CAJA 4X5KG);LIMPIADOR DESINFECTANTE DE USO GENERAL;0001;48,2000;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007000;1;FRESKOGEL ( CAJA 4 U x 5 KG );JABON DE MANOS;0001;69,5800;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007050;1;JABON MANOS J.W.NACARADO (4X5KG);JABON DE MANOS NACARADO;0001;49,4900;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007100;1;SOFT CARE BULK SOAP DISPENSER 1PC;DOSIFICADOR PARA JABON DE MANOS RELLENABLE;0001;35,4700;400000001;0,000;6;;0,000;0;0,000;0,000;0,000;0,000;0,000
007200;1;JONCLEAN CREMA (ENVASE 20L);CREMA LIMPIAMANOS PARA SUCIEDADES DIFICILES;0007;59,5500;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007210;1;JONCLEAN CREMA (4Ux5KG);CREMA LIMPIAMANOS PARA SUCIEDADES DIFICILES;0007;48,7800;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007300;1;MANUSEL (ENVASE 25 KG);JABON DE MANOS INDUSTRIAL;0007;39,9600;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007350;1;MANUSEL (CAJA 4U x 5KG);JABON DE MANOS INDUSTRIAL;0007;35,4900;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007400;1;SUIK ( ENVASE 25 KG );;0001;71,0600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007500;1;TOALLITAS QUITAMANCHAS (10P x 12U);TOALLITAS PARA ELIMINAR MANCHAS DE LAS PRENDAS;0001;52,4700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
007510;1;TOTAL TODO USO NEUTRO (4UX5KG);LIMPIADOR NEUTRO TODO USO;0001;18,8500;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
